games,country,alpha_3,ioc_code,host,year,gold,silver,bronze,total,summer,pop_0,pop_4,pop_8,pop_12,pop_16,pop_20,pop_24,pop_28,pop_32,pop_36,pop_40,gdppc_0,gdppc_4,gdppc_8,gdppc_12,gdppc_16,gdppc_20,gdppc_24,gdppc_28,gdppc_32,gdppc_36,gdppc_40,host_n4,host_0,host_p4,host_p8,host_p12,games_gold,games_silver,games_bronze,games_medals,n_teams,medals_per_team,past_tot_1,past_tot_2,past_tot_3,past_tot_4,past_tot_5
Mexico City 1968,Barbados,BRB,BAR,0,1968,0,0,0,0,1,240.0,233.0,232.0,226.0,218.0,,,,,,,8429.0,6355.0,5316.0,4390.0,3655.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,,,,,
Mexico City 1968,Belgium,BEL,BEL,0,1968,0,1,1,2,1,9590.0,9367.0,9119.0,8924.0,8730.0,8557.0,8291.0,8346.0,8315.0,8186.0,7968.0,15009.0,13295.0,11081.0,10237.0,9035.0,8008.0,6554.0,7272.0,7831.0,7343.0,8191.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,3.0,4.0,2.0,4.0,7.0
Mexico City 1968,Belize,BLZ,BIZ,0,1968,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,,,,,
Mexico City 1968,Bermuda,BMU,BER,0,1968,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,0.0,0.0,0.0,0.0
Mexico City 1968,Bolivia,BOL,BOL,0,1968,0,0,0,0,1,4139.0,3764.0,3434.0,3142.0,2883.0,2950.0,2817.0,2690.0,2569.0,2453.0,2343.0,3314.0,2809.0,2560.0,2719.0,3237.0,2987.0,2888.0,2667.0,2230.0,1879.0,2356.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,,,,
Mexico City 1968,Brazil,BRA,BRA,0,1968,0,1,2,3,1,90569.0,80667.0,71695.0,63632.0,56603.0,49590.0,45141.0,41114.0,37911.0,34957.0,32234.0,4050.0,3637.0,3398.0,2672.0,2377.0,2096.0,1785.0,1610.0,1591.0,1312.0,1492.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,1.0,2.0,1.0,3.0,1.0
Mexico City 1968,Bulgaria,BGR,BUL,0,1968,2,4,3,9,1,8370.0,8144.0,7867.0,7576.0,7275.0,7130.0,6885.0,6666.0,6469.0,6186.0,5873.0,6963.0,5829.0,4642.0,3392.0,3017.0,2200.0,2087.0,2683.0,2209.0,1943.0,1934.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,10.0,7.0,5.0,1.0,
Mexico City 1968,Cameroon,CMR,CMR,0,1968,0,1,0,1,1,6460.0,5996.0,5609.0,5284.0,5009.0,,,,,,,1508.0,1390.0,1326.0,1229.0,1122.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,,,,
Mexico City 1968,Canada,CAN,CAN,0,1968,1,3,1,5,1,21143.0,19711.0,18267.0,16445.0,14786.0,13180.0,12268.0,11688.0,11243.0,10794.0,10107.0,18297.0,15938.0,13952.0,13791.0,12486.0,11261.0,11864.0,8557.0,6574.0,5852.0,8244.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,4.0,1.0,5.0,3.0,4.0
Mexico City 1968,Central African Republic,CAF,CAF,0,1968,0,0,0,0,1,1763.0,1585.0,1467.0,1370.0,1292.0,,,,,,,1435.0,1486.0,1567.0,1492.0,1369.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,,,,,
Mexico City 1968,Chad,TCD,CHA,0,1968,0,0,0,0,1,3572.0,3271.0,3042.0,2849.0,2682.0,,,,,,,843.0,929.0,974.0,926.0,851.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,,,,
Mexico City 1968,Chile,CHL,CHI,0,1968,0,0,0,0,1,9030.0,8330.0,7585.0,6889.0,6378.0,5865.0,5449.0,5056.0,4706.0,4401.0,4140.0,8053.0,7320.0,6781.0,6285.0,6252.0,5939.0,5209.0,5177.0,4584.0,2950.0,5609.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,0.0,4.0,2.0,0.0
Mexico City 1968,Republic of China,CHN,ROC,0,1968,0,0,0,0,1,774510.0,698355.0,667070.0,621465.0,568910.0,541085.0,529810.0,518770.0,507959.0,496307.0,485552.0,1178.0,1152.0,1057.0,1189.0,1047.0,833.0,901.0,969.0,1065.0,1039.0,1001.875,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,0.0,0.0,,0.0
Mexico City 1968,Colombia,COL,COL,0,1968,0,0,0,0,1,20322.0,18090.0,15953.0,14029.0,12351.0,11332.0,10196.0,9174.0,8498.0,8104.0,7624.0,4581.0,4264.0,3980.0,3811.0,3529.0,3268.0,2970.0,3021.0,2780.0,2409.0,2375.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,0.0,0.0,,0.0
Mexico City 1968,Democratic Republic of the Congo,COD,COD,0,1968,0,0,0,0,1,20571.0,18433.0,16610.0,15259.0,14100.0,,,,,,,1189.0,1191.0,1192.0,1224.0,1065.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,,,,,
Mexico City 1968,Costa Rica,CRI,CRC,0,1968,0,0,0,0,1,1638.0,1440.0,1248.0,1072.0,926.0,750.0,680.0,620.0,560.0,520.0,480.0,5574.0,4720.0,4328.0,3668.0,3370.0,3339.0,2326.0,2810.0,2550.0,2265.0,2686.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,,,,
Mexico City 1968,Côte d'Ivoire,CIV,CIV,0,1968,0,0,0,0,1,5038.0,4171.0,3576.0,3231.0,2977.0,,,,,,,2758.0,2691.0,2002.0,1824.0,1714.0,1533.32,1281.96,1030.6,779.24,590.5669565217391,589.9547826086957,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,,,,
Mexico City 1968,Cuba,CUB,CUB,0,1968,0,4,0,4,1,8284.0,7612.0,7027.0,6513.0,6008.0,5268.0,4849.0,4566.0,4289.0,3984.0,3693.0,3229.0,3158.0,2994.0,2740.0,2844.0,2507.0,2275.0,2069.0,1913.0,1629.0,2275.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,1.0,0.0,0.0,0.0,1.0
Mexico City 1968,Czechoslovakia,CSK,TCH,0,1968,7,2,4,13,1,14323.0,14052.0,13654.0,13229.0,12683.0,12339.0,14593.0,14713.0,14387.0,14138.0,13807.0,,,,,,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,14.0,8.0,6.0,13.0,11.0
Mexico City 1968,Denmark,DNK,DEN,0,1968,1,4,3,8,1,4867.0,4720.0,4581.0,4466.0,4334.0,4190.0,3998.0,3832.0,3722.0,3603.0,3497.0,18868.0,16832.0,14046.0,11858.0,11086.0,9776.0,8835.0,8155.0,8886.0,8239.0,7627.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,6.0,6.0,3.0,6.0,22.0
Mexico City 1968,Dominican Republic,DOM,DOM,0,1968,0,0,0,0,1,4173.0,3687.0,3231.0,2828.0,2491.0,,,,,,,2150.0,2365.0,2075.0,2008.0,1868.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,,,,
Mexico City 1968,Ecuador,ECU,ECU,0,1968,0,0,0,0,1,5597.0,4968.0,4416.0,3949.0,3549.0,3017.0,2712.0,2466.0,2249.0,2050.0,1912.0,4264.0,3843.0,3649.0,3381.0,3202.0,2844.0,2230.0,2050.0,1908.0,1890.0,1892.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,,,,,
Mexico City 1968,Egypt,EGY,EGY,0,1968,0,0,0,0,1,32338.0,29533.0,26847.0,24426.0,22223.0,20708.594594594593,19729.783783783783,18750.972972972973,17772.162162162163,16793.351351351354,15814.54054054054,1827.0,1859.0,1580.0,1443.0,1435.0,1463.0256756756758,1487.137027027027,1511.2483783783784,1535.3597297297297,1559.4710810810811,1583.5824324324324,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,0.0,0.0,1.0,5.0
Mexico City 1968,El Salvador,SLV,ESA,0,1968,0,0,0,0,1,3347.0,2924.0,2582.0,2287.0,2043.0,1810.0,1720.0,1630.0,1550.0,1470.0,1390.0,3524.0,3282.0,2813.0,2715.0,2472.0,2723.0,1836.0,1773.0,1572.0,1313.0,1682.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,,,,,
Mexico City 1968,Ethiopia,ETH,ETH,0,1968,1,1,0,2,1,28943.0,26654.0,24622.0,22838.0,21295.0,20336.523076923077,19799.56923076923,19262.615384615383,18725.661538461536,18188.707692307693,17651.753846153846,902.0,840.0,701.0,682.0,636.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,1.0,1.0,0.0,,
Mexico City 1968,Fiji,FJI,FIJ,0,1968,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,,0.0,0.0,,
Mexico City 1968,Finland,FIN,FIN,0,1968,1,2,1,4,1,4626.0,4549.0,4430.0,4282.0,4091.0,3912.0,3735.0,3698.0,3601.0,3503.0,3396.0,12900.0,11647.0,9931.0,8440.0,7450.0,6307.0,5874.0,5133.0,5227.0,4065.0,4315.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,5.0,5.0,15.0,22.0,24.0
Mexico City 1968,France,FRA,FRA,0,1968,7,3,5,15,1,51034.0,49357.0,46584.0,44657.0,43184.0,41110.0,38900.0,41000.0,41910.0,41860.0,41050.0,16365.0,14057.0,11792.0,10278.0,8869.0,7002.0,3861.0,6443.0,6765.0,6311.0,7063.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,15.0,5.0,14.0,18.0,32.0
Mexico City 1968,German Democratic Republic (Germany),DDR,GDR,0,1968,9,9,7,25,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,,,,,
Mexico City 1968,Federal Republic of Germany,DEU,FRG,0,1968,5,11,10,26,1,76584.0,74954.0,72481.0,70603.0,69146.0,67295.0,69865.0,69835.0,67349.0,65716.0,64393.0,15723.0,14062.0,12282.0,9846.0,7257.0,4517.0,9698.0,8612.0,7095.0,5359.0,6519.0,1,0,0,0,0,174,170,182,526,112,4.696428571428571,,,,,
Mexico City 1968,Ghana,GHA,GHA,0,1968,0,0,0,0,1,8744.0,7782.0,6958.0,6217.0,5581.0,5121.108108108108,4769.324324324325,4417.540540540541,4065.7567567567567,3713.9729729729734,3362.189189189189,2101.0,2254.0,2197.0,1970.0,1728.0,1758.6486486486488,1699.9459459459458,1641.2432432432433,1582.5405405405404,1523.837837837838,1465.1351351351352,0,0,0,0,0,174,170,182,526,112,4.696428571428571,1.0,1.0,,0.0,
Mexico City 1968,Great Britain,GBR,GBR,0,1968,5,5,3,13,1,55214.0,53991.0,52372.0,51184.0,50430.0,50014.0,49016.0,48226.0,47081.0,46335.0,45578.0,16593.0,15251.0,13780.0,12639.0,11303.0,10753.0,11803.0,10928.0,9620.0,8206.0,8539.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,18.0,20.0,21.0,11.0,27.0
Mexico City 1968,Greece,GRC,GRE,0,1968,0,0,1,1,1,8741.0,8510.0,8327.0,8031.0,7733.0,7749.0,7284.0,7280.0,6886.0,6516.0,6205.0,8394.0,6601.0,5015.0,4313.0,3272.0,2866.0,1779.0,3543.0,3913.0,3649.0,3561.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,1.0,1.0,0.0,0.0
Mexico City 1968,Guatemala,GTM,GUA,0,1968,0,0,0,0,1,5045.0,4650.0,4100.0,3602.0,3166.0,2640.0,2390.0,2200.0,2020.0,1860.0,1735.0,4385.0,3814.0,3496.0,3347.0,3226.0,3169.0,2775.0,4371.0,3674.0,2200.0,2482.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,,,,0.0,
Mexico City 1968,Guinea,GIN,GUI,0,1968,0,0,0,0,1,3472.0,3236.0,3021.0,2830.0,2664.0,,,,,,,776.0,720.0,671.0,610.0,550.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,,,,,
Mexico City 1968,Guyana,GUY,GUY,0,1968,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,0.0,0.0,0.0,0.0
Mexico City 1968,Honduras,HND,HON,0,1968,0,0,0,0,1,2591.0,2246.0,1952.0,1715.0,1517.0,1350.0,1240.0,1150.0,1060.0,990.0,910.0,2463.0,2209.0,2147.0,2080.0,2083.0,2045.0,1545.0,1782.0,1741.0,2109.0,2377.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,,,,,
Mexico City 1968,"Hong Kong, China",HKG,HKG,0,1968,0,0,0,0,1,3677.0,3366.0,3025.0,2572.0,2135.0,1559.0,1373.8,1547.0,856.0,781.0,652.0,7696.0,6664.0,5088.0,4450.0,3846.0,3988.5945945945946,3801.7837837837837,3614.972972972973,3428.162162162162,3241.3513513513512,3054.5405405405404,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,0.0,0.0,0.0,
Mexico City 1968,Hungary,HUN,HUN,0,1968,10,10,12,32,1,10264.0,10124.0,9984.0,9911.0,9504.0,9158.0,9497.0,9287.0,9046.0,8785.0,8520.0,7865.0,6994.0,5816.0,4632.0,4403.0,3507.0,3557.5,4186.0,4173.0,3494.0,3849.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,22.0,21.0,26.0,42.0,28.0
Mexico City 1968,Iceland,ISL,ISL,0,1968,0,0,0,0,1,201.0,189.0,176.0,161.0,148.0,,,,,,,13648.0,13386.0,10959.0,10323.0,8823.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,0.0,1.0,0.0,0.0
Mexico City 1968,India,IND,IND,0,1968,0,0,1,1,1,518000.0,474000.0,434000.0,401000.0,372000.0,350000.0,405600.0,386800.0,365700.0,345800.0,329700.0,1290.0,1309.0,1200.0,1117.0,1003.0,983.0,1089.0,1093.0,1111.0,1130.0,1125.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,1.0,1.0,1.0,2.0,1.0
Mexico City 1968,Indonesia,IDN,INA,0,1968,0,0,0,0,1,112623.0,103772.0,95961.0,90136.0,84946.0,79856.0,77646.0,74376.0,68807.0,63986.0,60250.0,1580.0,1583.0,1613.0,1533.0,1401.0,1240.125,1564.625,1766.0,1543.0,1481.0,1685.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,,0.0,0.0,0.0,
Mexico City 1968,Islamic Republic of Iran,IRN,IRI,0,1968,2,1,2,5,1,27254.0,24218.0,21548.0,19233.0,17267.0,16067.108108108107,15487.324324324323,14907.54054054054,14327.756756756757,13747.972972972973,13168.18918918919,5659.0,4026.0,3437.0,2541.0,2597.0,2662.7027027027025,2504.108108108108,2345.5135135135133,2186.9189189189187,2028.3243243243242,1869.7297297297296,0,0,0,0,0,174,170,182,526,112,4.696428571428571,2.0,4.0,5.0,7.0,1.0
Mexico City 1968,Iraq,IRQ,IRQ,0,1968,0,0,0,0,1,8808.0,7711.0,6822.0,6073.0,5442.0,5025.162162162162,4749.486486486487,4473.810810810811,4198.135135135135,3922.459459459459,3646.7837837837837,5745.0,4965.0,4360.0,3808.0,2482.0,2125.4054054054054,2028.2162162162163,1931.027027027027,1833.837837837838,1736.6486486486488,1639.4594594594596,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,1.0,,,0.0
Mexico City 1968,Ireland,IRL,IRL,0,1968,0,0,0,0,1,2913.0,2864.0,2832.0,2895.0,2952.0,2985.0,2944.0,2958.0,2967.0,2949.0,2944.0,9197.0,7948.0,6825.0,6212.0,5805.0,5149.0,4865.0,4865.0,4865.0,4599.0,4363.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,1.0,0.0,5.0,1.0,1.0
Mexico City 1968,Israel,ISR,ISR,0,1968,0,0,0,0,1,2747.0,2498.0,2141.0,1850.0,1621.0,,,,,,,11210.0,9430.0,7433.0,6153.0,4828.0,4486.537711646999,4479.613134940995,4472.688558234992,4465.7639815289895,4458.839404822986,4451.914828116983,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,0.0,0.0,0.0,
Mexico City 1968,Italy,ITA,ITA,0,1968,3,4,9,16,1,52987.0,51600.0,50198.0,48921.0,47666.0,46381.0,45290.0,44341.0,42750.0,41431.0,40186.0,14513.0,11934.0,9430.0,7745.0,6371.0,4814.0,3162.0,5099.0,4471.0,4602.0,4693.0,0,0,0,1,0,174,170,182,526,112,4.696428571428571,27.0,36.0,22.0,21.0,31.0
Mexico City 1968,Jamaica,JAM,JAM,0,1968,0,1,0,1,1,1893.0,1739.0,1632.0,1510.0,1426.0,1350.0,1259.0,1212.0,1130.0,1061.0,966.0,5235.0,4629.0,4230.0,3491.0,2397.0,2311.6666666666665,2098.0,1547.5,1391.0,1144.5,1106.5,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,,0.0,5.0,3.0
Mexico City 1968,Japan,JPN,JPN,0,1968,11,7,7,25,1,101961.0,97826.0,94092.0,90766.0,86459.0,80155.0,77178.0,72967.0,70171.0,66189.0,62361.0,12725.0,9035.0,6354.0,4699.0,3724.0,2857.23,4816.11,4882.4,3985.55,3529.29,3554.12,0,0,1,0,0,174,170,182,526,112,4.696428571428571,29.0,18.0,19.0,9.0,
Mexico City 1968,Kenya,KEN,KEN,0,1968,3,4,2,9,1,10532.0,9248.0,8157.0,7240.0,6464.0,,,,,,,1366.0,1208.0,1157.0,1173.0,1063.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,1.0,0.0,0.0,,
Mexico City 1968,Republic of Korea,KOR,KOR,0,1968,0,1,1,2,1,30838.0,27984.0,24784.0,22031.0,20948.0,20027.0,16574.0,15627.0,15139.0,14338.0,13535.0,2468.48,1834.98,1547.69,1381.98,1038.04,1098.87,1429.2166666666667,1975.24,1692.89,1620.94,1492.94,0,0,0,0,0,174,170,182,526,112,4.696428571428571,3.0,0.0,2.0,2.0,2.0
Mexico City 1968,Kuwait,KWT,KUW,0,1968,0,0,0,0,1,632.0,433.0,292.0,197.0,160.0,,,,,,,35546.0,40333.0,45929.0,52404.0,47856.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,,,,,
Mexico City 1968,Lebanon,LBN,LIB,0,1968,0,0,0,0,1,2254.0,1996.0,1786.0,1604.0,1440.0,1325.3513513513512,1248.054054054054,1170.7567567567567,1093.4594594594594,1016.1621621621621,938.8648648648648,6876.0,6156.0,5812.0,6663.0,5327.0,3787.6216216216217,3618.864864864865,3450.1081081081084,3281.3513513513512,3112.5945945945946,2943.837837837838,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,0.0,,2.0,0.0
Mexico City 1968,Libya,LBY,LBA,0,1968,0,0,0,0,1,1834.0,1560.0,1338.0,1161.0,1020.0,954.4923076923077,941.4769230769231,928.4615384615385,915.4461538461538,902.4307692307692,889.4153846153846,6071.0,3156.0,1323.0,950.0,697.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,,,,
Mexico City 1968,Liechtenstein,LIE,LIE,0,1968,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,0.0,,0.0,0.0
Mexico City 1968,Luxembourg,LUX,LUX,0,1968,0,0,0,0,1,336.0,328.0,314.0,307.0,299.0,,,,,,,18774.0,17864.0,15870.0,14343.0,13162.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,0.0,0.0,1.0,0.0
Mexico City 1968,Madagascar,MDG,MAD,0,1968,0,0,0,0,1,6473.0,5944.0,5482.0,5090.0,4763.0,4574.815384615385,4484.446153846154,4394.076923076923,4303.707692307693,4213.338461538462,4122.969230769231,1871.0,1779.0,1793.0,1709.0,1581.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,,,,
Mexico City 1968,Malaysia,MYS,MAS,0,1968,0,0,0,0,1,10409.0,9397.0,8428.0,7520.0,6748.0,5922.0,5668.0,5434.0,4993.0,4604.0,4221.0,3096.0,2754.0,2439.0,2399.0,2345.0,1889.0,2281.8,2037.0,2906.04,2792.36,2537.3,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,0.0,0.0,,
Mexico City 1968,Mali,MLI,MLI,0,1968,0,0,0,0,1,5307.0,4875.0,4495.0,4153.0,3837.0,,,,,,,923.0,888.0,851.0,803.0,752.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,,,,
Mexico City 1968,Malta,MLT,MLT,0,1968,0,0,0,0,1,319.0,324.0,329.0,314.0,317.0,,,,,,,3309.0,2343.0,2383.0,2150.0,1701.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,,0.0,,,0.0
Mexico City 1968,Mexico,MEX,MEX,1,1968,3,3,3,9,1,49519.0,43775.0,38579.0,33946.0,30144.0,25852.0,22734.0,20393.0,19040.0,17790.0,16613.0,6432.0,5555.0,4723.0,4213.0,3706.0,3188.0,2998.0,2560.0,2444.0,1890.0,2565.0,0,1,0,0,0,174,170,182,526,112,4.696428571428571,1.0,1.0,2.0,1.0,5.0
Mexico City 1968,Monaco,MCO,MON,0,1968,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,0.0,,0.0,0.0
Mexico City 1968,Mongolia,MNG,MGL,0,1968,0,1,3,4,1,1181.0,1061.0,955.0,862.0,801.0,776.081081081081,770.2432432432432,764.4054054054054,758.5675675675676,752.7297297297297,746.8918918918919,1154.0,1027.0,912.0,810.0,719.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,,,,
Mexico City 1968,Morocco,MAR,MAR,0,1968,0,0,0,0,1,15137.0,13722.0,12423.0,11089.0,9939.0,9114.243243243243,8656.72972972973,8199.216216216217,7741.7027027027025,7284.189189189189,6826.675675675676,2429.0,2201.0,2118.0,2313.0,2327.0,2254.837837837838,2126.5135135135133,1998.1891891891892,1869.864864864865,1741.5405405405404,1613.2162162162163,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,1.0,,,
Mexico City 1968,Myanmar,MMR,MYA,0,1968,0,0,0,0,1,26368.0,24490.0,22839.0,21387.0,20093.0,17818.0,17090.0,16594.0,15708.0,14870.0,14215.0,976.0,976.0,899.0,781.0,716.0,722.5,905.5,1088.5,1336.0,1417.6,1354.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,0.0,0.0,0.0,0.0
Mexico City 1968,Netherlands,NLD,NED,0,1968,3,3,1,7,1,12725.0,12127.0,11486.0,10889.0,10382.0,9800.0,9175.0,8879.0,8516.0,8123.0,7679.0,17365.0,15042.0,13209.0,11953.0,9698.0,8751.0,4222.0,7701.0,8273.0,8026.0,9118.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,10.0,3.0,0.0,5.0,16.0
Mexico City 1968,Netherlands Antilles,ANT,AHO,0,1968,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,0.0,,0.0,
Mexico City 1968,New Zealand,NZL,NZL,0,1968,1,0,2,3,1,2759.0,2592.0,2372.0,2178.0,1995.0,1833.0,1654.0,1636.0,1573.0,1527.0,1454.0,16809.0,16606.0,15087.0,14346.0,12427.0,11045.0,10947.0,10042.0,9309.0,6897.0,8195.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,5.0,3.0,2.0,3.0,0.0
Mexico City 1968,Nicaragua,NIC,NCA,0,1968,0,0,0,0,1,1926.0,1695.0,1493.0,1317.0,1166.0,1000.0,900.0,830.0,750.0,690.0,670.0,4419.0,4092.0,3148.0,3186.0,3016.0,2460.0,2299.0,2179.0,1583.0,1863.0,2523.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,,,,,
Mexico City 1968,Niger,NER,NIG,0,1968,0,0,0,0,1,4633.0,4252.0,3913.0,3625.0,3379.0,,,,,,,1398.0,1415.0,1213.0,1103.0,1023.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,,,,
Mexico City 1968,Nigeria,NGA,NGR,0,1968,0,0,0,0,1,52445.0,46675.0,41547.0,37005.0,33208.0,,,,,,,1114.0,1451.0,1307.0,1309.0,1323.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,1.0,0.0,0.0,0.0,
Mexico City 1968,Norway,NOR,NOR,0,1968,1,1,0,2,1,3819.0,3694.0,3581.0,3460.0,3328.0,3201.0,3060.0,2973.0,2904.0,2842.0,2785.0,15224.0,13256.0,11483.0,10480.0,9267.0,8199.0,5719.0,6437.0,6432.0,5526.0,5241.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,1.0,3.0,5.0,7.0
Mexico City 1968,Pakistan,PAK,PAK,0,1968,1,0,0,1,1,62282.0,55988.0,50387.0,45536.0,41347.0,,,,,,,1361.0,1208.0,1031.0,1017.0,950.0,,,,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,1.0,2.0,1.0,0.0,0.0
Mexico City 1968,Panama,PAN,PAN,0,1968,0,0,0,0,1,1447.0,1288.0,1148.0,1037.0,940.0,822.0,784.0,697.0,608.0,543.0,504.0,4752.0,3929.0,3217.0,2836.0,2557.0,2724.0,3156.0,2651.0,2507.0,2362.0,2558.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,0.0,,0.0,2.0
Mexico City 1968,Paraguay,PRY,PAR,0,1968,0,0,0,0,1,2349.0,2115.0,1910.0,1727.0,1556.0,1335.0,1219.0,1111.0,1012.0,922.0,841.0,2699.0,2546.0,2346.0,2335.0,2273.0,2300.0,2705.0,2644.0,,,,0,0,0,0,0,174,170,182,526,112,4.696428571428571,,,,,
Mexico City 1968,Peru,PER,PER,0,1968,0,0,0,0,1,12476.0,11144.0,9931.0,8905.0,8026.0,7376.0,6892.0,6440.0,6038.0,5660.0,5312.0,5874.0,5523.0,4733.0,4385.0,3964.0,3282.0,3070.0,3046.0,3078.0,2268.0,2796.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,0.0,0.0,,1.0
Mexico City 1968,Philippines,PHL,PHI,0,1968,0,0,0,0,1,36424.0,32254.0,28529.0,25301.0,22439.0,19918.0,17887.0,16585.0,15199.0,13829.0,12543.0,2745.0,2550.0,2353.0,2248.0,1890.0,1583.0,1487.3333333333335,2402.0,2174.0,2212.0,2219.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,1.0,0.0,0.0,0.0,0.0
Mexico City 1968,Poland,POL,POL,0,1968,5,2,11,18,1,32035.0,30976.0,29590.0,27744.0,25731.0,23980.0,25979.666666666668,30021.0,30471.0,29022.0,27509.0,6881.0,5773.0,5125.0,4565.0,4018.0,3439.49,3454.894,3470.298,2590.0,2643.0,3332.4444444444443,0,0,0,0,0,174,170,182,526,112,4.696428571428571,23.0,21.0,9.0,4.0,2.0
Mexico City 1968,Portugal,PRT,POR,0,1968,0,0,0,0,1,9115.0,9123.0,9037.0,8756.0,8526.0,8256.0,7967.0,7675.0,7305.0,6954.0,6619.0,7767.0,5926.0,4712.0,4087.0,3445.0,3261.0,3017.0,2574.0,2428.0,2619.0,2343.0,0,0,0,0,0,174,170,182,526,112,4.696428571428571,0.0,1.0,0.0,1.0,2.0
